GID	COG	COG_Name	COG_Class
17679	MD08G1206200	S	( S ) Function unknown	POORLY CHARACTERIZED
17680	MD08G1206400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17681	MD08G1206600	S	( S ) Function unknown	POORLY CHARACTERIZED
17682	MD08G1206700	P	( P ) Inorganic ion transport and metabolism	METABOLISM
17683	MD08G1206800	E	( E ) Amino acid transport and metabolism	METABOLISM
17684	MD08G1206900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17685	MD08G1207000	C	( C ) Energy production and conversion	METABOLISM
17686	MD08G1207100	H	( H ) Coenzyme transport and metabolism	METABOLISM
17687	MD08G1207200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
17688	MD08G1207300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17689	MD08G1207400	S	( S ) Function unknown	POORLY CHARACTERIZED
17690	MD08G1207700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17691	MD08G1208000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
17692	MD08G1208100	S	( S ) Function unknown	POORLY CHARACTERIZED
17693	MD08G1208200	S	( S ) Function unknown	POORLY CHARACTERIZED
17694	MD08G1208300	S	( S ) Function unknown	POORLY CHARACTERIZED
17695	MD08G1208600	S	( S ) Function unknown	POORLY CHARACTERIZED
17696	MD08G1208800	S	( S ) Function unknown	POORLY CHARACTERIZED
17697	MD08G1208900	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
17698	MD08G1209000	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
17699	MD08G1209100	S	( S ) Function unknown	POORLY CHARACTERIZED
17700	MD08G1209200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
17701	MD08G1209300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
17702	MD08G1209500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
17703	MD08G1209800	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
17704	MD08G1209900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
17705	MD08G1210000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17706	MD08G1210300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
17707	MD08G1210400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17708	MD08G1210600	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
17709	MD08G1210700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
17710	MD08G1210800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17711	MD08G1211000	S	( S ) Function unknown	POORLY CHARACTERIZED
17712	MD08G1211100	E	( E ) Amino acid transport and metabolism	METABOLISM
17713	MD08G1211200	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
17714	MD08G1211300	S	( S ) Function unknown	POORLY CHARACTERIZED
17715	MD08G1211400	S	( S ) Function unknown	POORLY CHARACTERIZED
17716	MD08G1211500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17717	MD08G1211600	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
17718	MD08G1211700	S	( S ) Function unknown	POORLY CHARACTERIZED
17719	MD08G1211900	S	( S ) Function unknown	POORLY CHARACTERIZED
17720	MD08G1212100	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
17721	MD08G1212600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17722	MD08G1212800	S	( S ) Function unknown	POORLY CHARACTERIZED
17723	MD08G1212900	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
17724	MD08G1213000	S	( S ) Function unknown	POORLY CHARACTERIZED
17725	MD08G1213100	C	( C ) Energy production and conversion	METABOLISM
17726	MD08G1213200	S	( S ) Function unknown	POORLY CHARACTERIZED
17727	MD08G1213300	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
17728	MD08G1213400	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
17729	MD08G1213500	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
17730	MD08G1213600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17731	MD08G1213700	S	( S ) Function unknown	POORLY CHARACTERIZED
17732	MD08G1214000	S	( S ) Function unknown	POORLY CHARACTERIZED
17733	MD08G1214100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17734	MD08G1214200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
17735	MD08G1214400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17736	MD08G1214700	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
17737	MD08G1214800	P	( P ) Inorganic ion transport and metabolism	METABOLISM
17738	MD08G1214900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17739	MD08G1215000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17740	MD08G1215100	E	( E ) Amino acid transport and metabolism	METABOLISM
17741	MD08G1215200	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
17742	MD08G1215300	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
17743	MD08G1215300	Y	( Y ) Nuclear structure	CELLULAR PROCESSES AND SIGNALING
17744	MD08G1215400	S	( S ) Function unknown	POORLY CHARACTERIZED
17745	MD08G1215500	S	( S ) Function unknown	POORLY CHARACTERIZED
17746	MD08G1215700	S	( S ) Function unknown	POORLY CHARACTERIZED
17747	MD08G1215800	I	( I ) Lipid transport and metabolism	METABOLISM
17748	MD08G1215900	S	( S ) Function unknown	POORLY CHARACTERIZED
17749	MD08G1216000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17750	MD08G1216100	C	( C ) Energy production and conversion	METABOLISM
17751	MD08G1216200	C	( C ) Energy production and conversion	METABOLISM
17752	MD08G1216300	S	( S ) Function unknown	POORLY CHARACTERIZED
17753	MD08G1216500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17754	MD08G1216600	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
17755	MD08G1216700	S	( S ) Function unknown	POORLY CHARACTERIZED
17756	MD08G1216900	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
17757	MD08G1217200	S	( S ) Function unknown	POORLY CHARACTERIZED
17758	MD08G1217300	C	( C ) Energy production and conversion	METABOLISM
17759	MD08G1217400	F	( F ) Nucleotide transport and metabolism	METABOLISM
17760	MD08G1217500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17761	MD08G1217600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17762	MD08G1217700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
17763	MD08G1217800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
17764	MD08G1217900	S	( S ) Function unknown	POORLY CHARACTERIZED
17765	MD08G1218000	I	( I ) Lipid transport and metabolism	METABOLISM
17766	MD08G1218200	I	( I ) Lipid transport and metabolism	METABOLISM
17767	MD08G1218300	E	( E ) Amino acid transport and metabolism	METABOLISM
17768	MD08G1218500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
17769	MD08G1218600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
17770	MD08G1218700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
17771	MD08G1218800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17772	MD08G1218900	C	( C ) Energy production and conversion	METABOLISM
17773	MD08G1218900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
17774	MD08G1219100	C	( C ) Energy production and conversion	METABOLISM
17775	MD08G1219100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
17776	MD08G1219200	S	( S ) Function unknown	POORLY CHARACTERIZED
17777	MD08G1219300	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
17778	MD08G1219400	S	( S ) Function unknown	POORLY CHARACTERIZED
17779	MD08G1219500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
17780	MD08G1219600	I	( I ) Lipid transport and metabolism	METABOLISM
17781	MD08G1219800	S	( S ) Function unknown	POORLY CHARACTERIZED
17782	MD08G1220000	C	( C ) Energy production and conversion	METABOLISM
17783	MD08G1220100	S	( S ) Function unknown	POORLY CHARACTERIZED
17784	MD08G1220200	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
17785	MD08G1220400	S	( S ) Function unknown	POORLY CHARACTERIZED
17786	MD08G1220500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17787	MD08G1220600	E	( E ) Amino acid transport and metabolism	METABOLISM
17788	MD08G1220600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
17789	MD08G1220700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
17790	MD08G1220800	I	( I ) Lipid transport and metabolism	METABOLISM
17791	MD08G1220900	S	( S ) Function unknown	POORLY CHARACTERIZED
17792	MD08G1221000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17793	MD08G1221100	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
17794	MD08G1221200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
17795	MD08G1221300	P	( P ) Inorganic ion transport and metabolism	METABOLISM
17796	MD08G1221400	S	( S ) Function unknown	POORLY CHARACTERIZED
17797	MD08G1221500	E	( E ) Amino acid transport and metabolism	METABOLISM
17798	MD08G1221600	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
17799	MD08G1221700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17800	MD08G1221800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
17801	MD08G1222000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17802	MD08G1222200	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
17803	MD08G1222300	S	( S ) Function unknown	POORLY CHARACTERIZED
17804	MD08G1222400	F	( F ) Nucleotide transport and metabolism	METABOLISM
17805	MD08G1222500	P	( P ) Inorganic ion transport and metabolism	METABOLISM
17806	MD08G1222600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
17807	MD08G1222700	I	( I ) Lipid transport and metabolism	METABOLISM
17808	MD08G1222800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
17809	MD08G1222900	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
17810	MD08G1223100	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
17811	MD08G1223200	P	( P ) Inorganic ion transport and metabolism	METABOLISM
17812	MD08G1223300	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
17813	MD08G1223400	C	( C ) Energy production and conversion	METABOLISM
17814	MD08G1223600	S	( S ) Function unknown	POORLY CHARACTERIZED
17815	MD08G1223800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
17816	MD08G1224100	S	( S ) Function unknown	POORLY CHARACTERIZED
17817	MD08G1224200	S	( S ) Function unknown	POORLY CHARACTERIZED
17818	MD08G1224300	S	( S ) Function unknown	POORLY CHARACTERIZED
17819	MD08G1224400	S	( S ) Function unknown	POORLY CHARACTERIZED
17820	MD08G1224500	S	( S ) Function unknown	POORLY CHARACTERIZED
17821	MD08G1224600	S	( S ) Function unknown	POORLY CHARACTERIZED
17822	MD08G1224800	C	( C ) Energy production and conversion	METABOLISM
17823	MD08G1224800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
17824	MD08G1224900	S	( S ) Function unknown	POORLY CHARACTERIZED
17825	MD08G1225000	S	( S ) Function unknown	POORLY CHARACTERIZED
17826	MD08G1225100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17827	MD08G1225200	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
17828	MD08G1225300	S	( S ) Function unknown	POORLY CHARACTERIZED
17829	MD08G1225400	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
17830	MD08G1225500	S	( S ) Function unknown	POORLY CHARACTERIZED
17831	MD08G1225700	S	( S ) Function unknown	POORLY CHARACTERIZED
17832	MD08G1225800	S	( S ) Function unknown	POORLY CHARACTERIZED
17833	MD08G1226100	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
17834	MD08G1226300	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
17835	MD08G1226500	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
17836	MD08G1226600	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
17837	MD08G1226700	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
17838	MD08G1226800	S	( S ) Function unknown	POORLY CHARACTERIZED
17839	MD08G1226900	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
17840	MD08G1227000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17841	MD08G1227100	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
17842	MD08G1227100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17843	MD08G1227200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17844	MD08G1227300	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
17845	MD08G1227400	S	( S ) Function unknown	POORLY CHARACTERIZED
17846	MD08G1227500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
17847	MD08G1227500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17848	MD08G1227600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17849	MD08G1227800	S	( S ) Function unknown	POORLY CHARACTERIZED
17850	MD08G1227900	I	( I ) Lipid transport and metabolism	METABOLISM
17851	MD08G1228000	S	( S ) Function unknown	POORLY CHARACTERIZED
17852	MD08G1228100	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
17853	MD08G1228200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
17854	MD08G1228300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
17855	MD08G1228400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17856	MD08G1228500	S	( S ) Function unknown	POORLY CHARACTERIZED
17857	MD08G1228700	S	( S ) Function unknown	POORLY CHARACTERIZED
17858	MD08G1228900	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
17859	MD08G1229000	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
17860	MD08G1229300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
17861	MD08G1229700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17862	MD08G1229900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17863	MD08G1230000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17864	MD08G1230100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17865	MD08G1230200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17866	MD08G1230300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17867	MD08G1230400	I	( I ) Lipid transport and metabolism	METABOLISM
17868	MD08G1230500	I	( I ) Lipid transport and metabolism	METABOLISM
17869	MD08G1230600	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
17870	MD08G1230700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
17871	MD08G1230800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
17872	MD08G1230900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
17873	MD08G1231000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
17874	MD08G1231100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
17875	MD08G1231300	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
17876	MD08G1231400	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
17877	MD08G1231500	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
17878	MD08G1231600	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
17879	MD08G1231700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
17880	MD08G1231800	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
17881	MD08G1231900	S	( S ) Function unknown	POORLY CHARACTERIZED
17882	MD08G1232100	C	( C ) Energy production and conversion	METABOLISM
17883	MD08G1232200	S	( S ) Function unknown	POORLY CHARACTERIZED
17884	MD08G1232300	S	( S ) Function unknown	POORLY CHARACTERIZED
17885	MD08G1232400	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
17886	MD08G1232500	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
17887	MD08G1232600	S	( S ) Function unknown	POORLY CHARACTERIZED
17888	MD08G1232700	E	( E ) Amino acid transport and metabolism	METABOLISM
17889	MD08G1232800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
17890	MD08G1233000	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
17891	MD08G1233100	S	( S ) Function unknown	POORLY CHARACTERIZED
17892	MD08G1233200	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
17893	MD08G1233400	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
17894	MD08G1233500	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
17895	MD08G1233600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
17896	MD08G1233700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
17897	MD08G1233700	Y	( Y ) Nuclear structure	CELLULAR PROCESSES AND SIGNALING
17898	MD08G1233800	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
17899	MD08G1233800	Y	( Y ) Nuclear structure	CELLULAR PROCESSES AND SIGNALING
