GID	COG	COG_Name	COG_Class
MD08G1205300	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD08G1205500	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD08G1205600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1205700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1205800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1205900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1206100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1206200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1206400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1206600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1206700	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD08G1206800	E	( E ) Amino acid transport and metabolism	METABOLISM
MD08G1206900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1207000	C	( C ) Energy production and conversion	METABOLISM
MD08G1207100	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD08G1207200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1207300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1207400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1207700	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1208000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1208100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1208200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1208300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1208600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1208800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1208900	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1209000	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1209100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1209200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1209300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD08G1209500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1209800	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1209900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1210000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1210300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1210400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1210600	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD08G1210700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1210800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1211000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1211100	E	( E ) Amino acid transport and metabolism	METABOLISM
MD08G1211200	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD08G1211300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1211400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1211500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1211600	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1211700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1211900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1212100	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD08G1212600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1212800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1212900	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1213000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1213100	C	( C ) Energy production and conversion	METABOLISM
MD08G1213200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1213300	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD08G1213400	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
MD08G1213500	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1213600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1213700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1214000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1214100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1214200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1214400	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1214700	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1214800	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD08G1214900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1215000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1215100	E	( E ) Amino acid transport and metabolism	METABOLISM
MD08G1215200	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1215300	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1215300	Y	( Y ) Nuclear structure	CELLULAR PROCESSES AND SIGNALING
MD08G1215400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1215500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1215700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1215800	I	( I ) Lipid transport and metabolism	METABOLISM
MD08G1215900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1216000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1216100	C	( C ) Energy production and conversion	METABOLISM
MD08G1216200	C	( C ) Energy production and conversion	METABOLISM
MD08G1216300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1216500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1216600	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD08G1216700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1216900	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1217200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1217300	C	( C ) Energy production and conversion	METABOLISM
MD08G1217400	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD08G1217500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1217600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1217700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1217800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1217900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1218000	I	( I ) Lipid transport and metabolism	METABOLISM
MD08G1218200	I	( I ) Lipid transport and metabolism	METABOLISM
MD08G1218300	E	( E ) Amino acid transport and metabolism	METABOLISM
MD08G1218500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1218600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1218700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1218800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1218900	C	( C ) Energy production and conversion	METABOLISM
MD08G1218900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1219100	C	( C ) Energy production and conversion	METABOLISM
MD08G1219100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1219200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1219300	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1219400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1219500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1219600	I	( I ) Lipid transport and metabolism	METABOLISM
MD08G1219800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1220000	C	( C ) Energy production and conversion	METABOLISM
MD08G1220100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1220200	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD08G1220400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1220500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1220600	E	( E ) Amino acid transport and metabolism	METABOLISM
MD08G1220600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1220700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1220800	I	( I ) Lipid transport and metabolism	METABOLISM
MD08G1220900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1221000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1221100	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1221200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1221300	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD08G1221400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1221500	E	( E ) Amino acid transport and metabolism	METABOLISM
MD08G1221600	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD08G1221700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1221800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1222000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1222200	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1222300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1222400	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD08G1222500	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD08G1222600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1222700	I	( I ) Lipid transport and metabolism	METABOLISM
MD08G1222800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1222900	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1223100	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1223200	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD08G1223300	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1223400	C	( C ) Energy production and conversion	METABOLISM
MD08G1223600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1223800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1224100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1224200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1224300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1224400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1224500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1224600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1224800	C	( C ) Energy production and conversion	METABOLISM
MD08G1224800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1224900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1225000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1225100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1225200	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD08G1225300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1225400	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1225500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1225700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1225800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1226100	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1226300	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1226500	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD08G1226600	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1226700	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1226800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1226900	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1227000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1227100	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1227100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1227200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1227300	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD08G1227400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1227500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1227500	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1227600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1227800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1227900	I	( I ) Lipid transport and metabolism	METABOLISM
MD08G1228000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1228100	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1228200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1228300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1228400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1228500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1228700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1228900	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1229000	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1229300	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD08G1229700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1229900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1230000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1230100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1230200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1230300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1230400	I	( I ) Lipid transport and metabolism	METABOLISM
MD08G1230500	I	( I ) Lipid transport and metabolism	METABOLISM
MD08G1230600	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1230700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1230800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1230900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1231000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1231100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1231300	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1231400	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1231500	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1231600	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1231700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1231800	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1231900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1232100	C	( C ) Energy production and conversion	METABOLISM
MD08G1232200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1232300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1232400	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1232500	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1232600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1232700	E	( E ) Amino acid transport and metabolism	METABOLISM
MD08G1232800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1233000	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1233100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1233200	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1233400	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1233500	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1233600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1233700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1233700	Y	( Y ) Nuclear structure	CELLULAR PROCESSES AND SIGNALING
MD08G1233800	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1233800	Y	( Y ) Nuclear structure	CELLULAR PROCESSES AND SIGNALING
MD08G1233900	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1233900	Y	( Y ) Nuclear structure	CELLULAR PROCESSES AND SIGNALING
MD08G1234100	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1234100	Y	( Y ) Nuclear structure	CELLULAR PROCESSES AND SIGNALING
MD08G1234300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1234700	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1234800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1235100	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1235200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1235300	H	( H ) Coenzyme transport and metabolism	METABOLISM
